full_text,sentiment
@Hasbil_Lbs @himawansugeha95 SIAPAPUN yg mengibarkan bendera bajak laut itu di bawah Merah Putih adalah penghianat Revolusi 45. Merah Putih jangan dicederai. Merah Putih jangan diusik jangan dihina kecuali PENGHIANAT NKRI. Mengherankan aparat membiarkan penghinaan pada Merah Putih. https://t.co/LOSlEdLLfJ,Positif
@tempodotco Tapi mahasiswa dan warga papua mengibarkan bendera kejora tidak diapa²in.,Positif
@prabowo Gw liat² skrg cara pemerintah lu ngeliat bendera SHP mirip pemerintah Hindia Belanda ngeliat merah putih di abad 19 sebagai lambang perlawanan. Pengen ikutan downfall seperti dulu?,Positif
Fenomena bendera bajak laut Topi Jerami dari manga dan anime One Piece kini masih ramai menjadi sorotan di Tanah Air. Bendera Jolly Roger milik kelompok bajak laut Monkey D. Luffy dalam cerita manga atau komik fiksi Jepang One Piece memang sedang viral dikibarkan di berbagai https://t.co/BA1MGdO1OH,Netral
@firufd Atau jangan² bendera op naik karena suruhan dari wakil nih... Waduuuh,Positif
@sayajanggel nek jare gusdur selama ono bendera merah putih bendera lain cuma umbul umbul lek,Positif
Bendera anime doang padahal Cemen amat pemerintah,Positif
@txtdrimedia Wkwkwkw banyak bener yg checkout bendera anime onepiece untung toko nya jual bendera Indonesia juga kalo ngga mau kena sanksi mah checkout bendera Indonesia aja atuh https://t.co/enHX79S9Az https://t.co/meN4KaVaVk,Positif
@Dennysiregar7 berarti Gibran yg pake bendera one piece harus ditangkap karena provokasi ... x https://t.co/Kn9TPSoEqD,Netral
@intinyadeh Undang-undang Nomor 24 Tahun 2009 Pasal 24 ayat 1 tentang Bendera Bahasa dan Lambang Negara serta Lagu Kebangsaan. Beleid itu menyatakan bahwa setiap orang DILARANG MENGIBARKAN bendera negara DI BAWAH bendera atau lambang apa pun.,Netral
epic bgt pas nembak bendera iki https://t.co/vt2sqB6zjS,Negatif
@wibisonoys @prabowo @GusNurian @bambangtri @bang_dasco Saya paham kekhawatiran Anda soal kegelapan Indonesia. Pengibaran bendera One Piece memang bentuk protes nyata dari masyarakat bawah terhadap kekacauan negeri seperti pelanggaran HAM dan ketidakadilan sistem. Sosiolog bilang ini ekspresi kreatif bukan makar. Pemerintah harus,Positif
Benarkah ini @KPK_RI @KejaksaanRI ? Bukankah segala jenis bentuk korupsi ingin dibasmi?? Begitu kata bapak Presiden @prabowo Kami rakyat RI menanti... jangan sampai bendera One Piece beneran dikibarkan di mana-mana https://t.co/mj5qHty7FG,Positif
Keren juga akar rumput ini kibarin bendera Strawhat One Piece dan efeknya jadi pembicaraan internasional. Yaah mau gimana secawra lokal yg berwenang udah semuanya gabung dark-side mungkin berharap pada tekanan internasional.,Negatif
Atau kalau mau lebih bar-bar ini bendera dipilok silang https://t.co/DyhlHieDy6,Positif
Negara ini ada krn pejuang. Kita ini lahir hidup kerja bayar pajak di sini udah itu tok. Mereka? Lahir kerja korup to the bone. Malah kita yg di framing ga menghargai pahlawan krn bendera? The fck y'all.,Positif
Kalo gitu saya mau kibarkan bendera abu abu,Netral
Pemerenta panik hanya karena sebuah bendera anime ,Positif
Dari tiga unsur yang dikatakan membentuknya: wilayah rakyat dan pemerintahan hanya wilayah yang berdiri dalam rupa yang dapat disentuh; selebihnya adalah bayang-bayang yang diberi nama dan makna melalui bahasa bendera dokumen dan ritual.,Netral
beda sama supir truck di negara yang takut sama bendera one piece,Positif
Safari enggak kalian baju Jennie hari ini warnanya kek bendera Prancis! PARIS ROCKS WITH JENNIE #JENNIEDEADLINEPARIS #DEADLINE_IN_PARIS,Netral
Pedagang Bendera https://t.co/L6wr3LUTLp,Negatif
@Hasbil_Lbs @himawansugeha95 Di tempatku sini Jaksel blm ada om yang pasang bendera one piece Monkey D luffy tersebut msh aman aman aja om nek ada nanti bakal ta laporkan ke polsek 🇮🇩🇮🇩,Netral
@YLBHI @barengwarga Bendera partai yg kadernya banyak korupsi aja masih bebas berkibar padahal tiap tahun ketangkap Mulu,Positif
Kibarkan aja dua bendera itu (Merah Putih &amp; OP) satu paket dgn TIDAK MELANGGAR aturan yg dianggap melecehkan simbol negara (yg sudah diatur dalam UU). Dgn begini memaksa pejabat/pihak berwajib bertindak ilegal &amp; represif biarkan mrk yg merusak branding Prabowo sendiri. ,Positif
@Anak__Ogi Anggota DPR lama tidak bicara sekali njeplak langsung ngawur meracau tidak paham bendera one piece simbol perlawanan terhadap pemerintahan yang korup DPR yang 'njegideg' tolol,Positif
bendera anime aja gak boleh itu bendera partai ada mejikuhibiniu tinggi kadang lebar bgt gede bgt ngalahin bendera merah putih tetap dikibarkan punn ckcckckck,Positif
Menko Polhukam Soroti Pengibaran Bendera One Piece: Langgar Hukum https://t.co/gd5drtsWpH,Netral
@txtdrimedia Dih baper sama whibhuw Hukum tuh orang yang korupsi bukan karena bendera one piece doang,Positif
@gundala2221 @Menkopolhukam @Ary_PrasKe2 @triwul82 @AnggodoJosh @pamatri23 @Untuk_Pelupa @Ryu53944310 @ari74_semarang @RickyKardjono @BintangeSakti @BaliShadesail @brajageni666 @Pray__93 @Rosses1Black @SimbokeSarah Setuju pemasangan bendera one piece dikibarkan di seluruh Indonesia untuk membangun kesadaran bahwa Indonesia tidak sedang baik-baik saja terancam disintegrasi dan celakanya yang teriak terjadi disintegrasi para pelaku aktif disintegrasi itu sendiri hipokrit parah.,Positif
proud of you ziyu..ky bendera partai gt men jdnya,Netral
bendera merah berkibar sodara sodara ,Netral
Mending lu urus tuh rekan kalian yg korupsi dripda ngurusin bendera kartun Dri kemarin sibuk amat ngurusin bendera timbang ngurus korupsi yg lebih merugikan negara (tpi untung di dompet kalian sendiri) ,Positif
@Ary_PrasKe2 @DedynurPalakka @HumorJonTampan @King_PWS_ @mikuroQ @newIding30 @NgkongRoses @RIPDEMOKRASI @S4N_W1B1 @jhonsitorus_19 Bendera One Piece itu simbol perlawanan terhadap pemerintahan yang korup busuk dan tidak menyejahterakan rakyat. Mengapa Budi tidak memahami bahasa anak muda yang memakai simbul /bendera one piece ?,Positif
ngibarin bendera one piece di anggap memecah belah kalo emg dengan kesadaran penuh dianggap gitu kacau sih ga ekspek se remeh ini negara.,Positif
Sepertinya kalau di konten sosial media banyak tapi penasaran apakah ada yang mendirikan di rumah/bangunan selama sebulan penuh atau tidak yah. Tapi selama ga di atas bendera Merah Putih harusnya masih ok,Positif
Byk bajingan tolol yg gmpang di suap utk membela kepentingan mrk. Jadi jika saat ini muncul gerakan pngibaran bendera one piece itu adlh simbol perlawanan rakyat yg mrsa tertindas oleh ketidak adilan. Jk ketidk adilan ini msh dipelihara @prabowo yg mbuat rakyat mkin dimiskinkan,Positif
@mariokemes @neohistoria_id Pengibaran bendera One Piece di Indonesia menjelang HUT RI ke-80 adalah bentuk protes simbolis terhadap pemerintah. Bendera Jolly Roger dari anime itu melambangkan perlawanan terhadap korupsi ketidakadilan dan kebijakan yang dianggap tidak berpihak pada rakyat. Banyak warga,Netral
@AndrikaBp @neohistoria_id Lagi nunggu berita TNI memaksa menurunkan bendera One Piece. Fix sdh negara ini ngga ketolong klo itu terjadi.,Positif
@neohistoria_id Hi @grok kenapa di Indonesia ramai pengibaran bendera One Piece saat menjelang peringatan kemerdekaan Indonesia yang ke-80?,Netral
@txtdrimedia Sama bendera kok takut,Positif
@ARSIPAJA Santai aja mblo dulu saja si kakek sinting bilang kaos bergambar palu arit bendera Vietnam cuma bentuk ekspresi anak² terhadap fashion sekarang jomblo ini ngomong terbalik? Sudah out of date banget ini kakek!,Positif
@txtdrimedia Selama tidak lebih tinggi dri bendera merah putih itu legal pak sama bedera kok takut,Positif
Bendera slank udh gak jaman kayaknya,Positif
Bendera one peace adalah fiksi begitupula dengan ceritanya. Tapi... Negara dan pemerintah juga adalah fiksi !! Gak ada bedanya dengan cerita one peace. Sebagai entitas pada dasarnya itu tak pernah ada diada-adakan dan dipaksa untuk mempercayai itu ada.,Positif
ada apa dengan bendera one piece somebody explain pls,Netral
@sunshiiniieee info lokasi bang tmen gua mau curi bendera nya @hahanotforuslut,Netral
ko ada yg menganggap pengibaran bendera one piece itu sebagai bentuk provokasi untuk menjatuhkan pemerintahanpadahal ini kan salah satu bentuk kebebasan berekspresi bukan bentuk benci terhadap negara harusnya menanggapinya bukan seperti itu. luffy wa kaizoku ou ni naru otoko da,Positif
@txtdrimedia Jng lebay lah. Itu kan fans one piece aja. Kalau gt aku mau ngibarin bendera konoha aja deh ,Positif
ingfokan jadwal pengibahan bendera selanjutnya https://t.co/sNveIwf3u9,Netral
@DokterTifa Tadinya mau ikut2 pasang bendera onepiece eeeeh dilalah ......ogah deh klo gitu brarti harus diusut nih,Positif
Kalo dari awal ini mungkin lebih keren dan gak akan huru hara atau bendera makar Wkwkwk Cc @Abu_Farqah dan @keepithink_crab,Negatif
Baru ngeh bajunya sama kek bendera France perpaduan warnanya PARIS ROCKS WITH JENNIE #JENNIEDEADLINEPARIS #DEADLINE_IN_PARIS https://t.co/RJkQTXL4zh,Netral
@Mwabuk2Boniface 31 Kwa kuwa kama wakitenda mambo haya katika mti mbichi itakuwaje katika mkavu? Luk 23:31 HUYU NI MWANASHERIA NGURI HUYU NI MBUNGE VIPINDI VIWILI HUYU RAIS MSTAAFU TLS HUYU NI MNAZIMU MSTAAFU Hapo MNATAKA nn ILI kuiona BENDERA YA TAIFA AU MPAKA JENEZA NDO MJIFANYE KUMTAMBUA?,Negatif
Hati-hati kawan negara ini negara hukum bukan negara nenek lu. Roy Suryo di penjara gara² unggah meme stupa di ganti kepala pak Jokowi Lu @bangherwin unggah meme bendera negara jdi lelucon utk engagement. Cc..@CCICPolri @DivHumas_Polri @prabowo Bendera yg klian hormat tiap senin https://t.co/UyLl4e0BDY,Positif
@ARSIPAJA Setidaknya Nonton One Piece dlu pak biar tahu Apa itu Bendera Mugiwara One Piece dan Hal-hal lain di One Piece.,Netral
@Ainie_April17th @infoXwor_ Rakyat cuma kibarin bendera fiktif di suruh loh bukan bendera PKI. Padahal lebih lucu pejabat yg obrak abrik sistem pemerintah dan korupsi terang terangan,Positif
Bendera One Piece bukan sekadar logo. #Bendera #benderaonepiece https://t.co/VMjSpa2hD2,Netral
tawarin bendera one piece sertain fee dan foto,Netral
@NKRI_0607 @Minietweets_ Nye... nyee... nyeee.... Kibarin bendera fufufafa https://t.co/VHdr6OZ7AK,Netral
Bendera ? km ingat Politik di IDN pernah sejalan dgn cerita One Piece pd waktu yg relatif sama yaitu Aliansi Kaido &amp; Big Mom Chapter 954 yg rilis 02Sep2019 = Rekonsiliasi Prabowo &amp; Megawati pd pertengahan 2019 yg dikenal Politik Nasi Goreng Oktobernya Prabowo jd Menhan /Cont.. https://t.co/2Md0A0covM,Netral
Dikata orang orang sampe masang bendera fiksi gituan cuma buat caper ke gov apa goblok banget. Bahkan demo hal genting aja kagak diwaro apalagi ginian. Tapi kocaknya justru hal remeh ginian yang baru diwaro mereka WKWKWKWK,Positif
wow pemerintahan indonesia sangat produktif advanced dan bersih kauh dari kasus korupsi sampai bendera kartun aja diurusin.. respek ‍,Negatif
Udh saatnya kita pake bendera xh,Netral
@moses_bendera ,Netral
Padahal gapake bendera one piece pun dah pecah gasi ni negara,Positif
Ini penistaan. Ingat? Roy Suryo penjara gara-gara apa ? @bangherwin Harap berhati-hati negara ini negara hukum @CCICPolri @DivHumas_Polri Itu bendera yang kalian hormati setiap senin di buat lelucon kalian diam saja ?,Positif
@EMUNOPLA Inilah faktanya. Kami berjuang melawan pemerintahan di negeri kami sendiri dengan mengibarkan bendera bajak laut ,Positif
Beli bendera wanpis apa ya?,Positif
@tempodotco sama bendera anime aja takut. TOLOL,Positif
@Myweebalter @miftahull33_ @gajahserenang @bangherwin @CCICPolri @ListyoSigitP Pahami aturan UU tentang bendera. Tidak ada satupun bendera yg lebih tinggi dari merah putih. Kalau ada itu berarti makar. Lu yg tolol g paham aturan negara,Positif
Jaket nya bagus banget representasi bendera Prancis🇫🇷 PARIS ROCKS WITH JENNIE #JENNIEDEADLINEPARIS #DEADLINE_IN_PARIS https://t.co/ebVexzcWWY,Negatif
@Putra_Rama2907 @txtdrimedia Gk guna.. Indonesia bendera penjajah jawa,Netral
@DuvrartAngelo @gajahserenang @bangherwin @CCICPolri @ListyoSigitP Tolol. Pahami UU tentang bendera. Tidak ada bendera yg diatas merah putih apapun bendera itu. Kalau g paham aturan jangan ngoceh,Positif
selamat pagi dan sekamat hari minggu dari gue yang tiba-tiba pengen beli bendera one piece,Netral
@inganggita @BisKota_ Bendera slank sama OI pada eranya jadi simbol perlawanan... Sekarang keduanya udah didalem alhasil nyari simbol baru...,Positif
Malming Malam Minggu GoPay Pet Bendera The Next Prince Celebration OPEN BO Jambi Timur Ready Ya Beb LINK : https://t.co/do9qaGnrsB LINK : https://t.co/Pysv4x2OgR LINK: https://t.co/FtXeel0AW7 LINK: https://t.co/px2bDVKc0n #zonauang #terabox #videoviral #viral #porn #NOTA4D https://t.co/lHQGmtaPuq,Netral
Pake baju warna bendera Prancis Bu Jen bucin bgt sma Paris yaa,Negatif
@laroncabut @MrHattens @todayanimenews Bendera Topi Jerami melambangkan kebebasan tak tergoyahkan dan perlawanan terhadap tirani mirip petualangan Luffy cocok untuk protes. Bendera Tentara Revolusioner memang pas untuk revolusi langsung tapi Straw Hats lebih ikonik dan bergema global. Apapun pilihannya One Piece,Negatif
@solitudeenjoyer Mungkin maksudnya buat seru-seruan atau ekspresif. Tapi gimanapun urusan bendera negara sudah diatur UU dan punya makna bagi kedaulatan negara,Netral
Kita tetap kibarkan bendera merah putih untuk hargai jasa para pahlawan bukan koruptor laknat,Negatif
lagian ngatain bendera one piece teroris sih mampus kan viral,Positif
Aneh bener nii pada takut ma bendera doang,Positif
Pake bendera los panturas kira-kira akan memecah belah bangsa juga ga ya,Positif
@tempodotco Harus kalian malu pak kok bisa masyarakat memilih mengibarkan bendera anime ketimbang merah putih . Kenapa coba? Apa penyebabnya? Harusnya yg dipikirkan itu penyebab bukan tiba2 penjarakan bego!,Positif
ngibarke bendera wanpis ning konser wae kok ndadak digawa isilop hadah kenthir,Netral
Gpp kali bendera one piece daripada dikibarin bendera Mataram (gulo klopo) lagi..risau nanti..,Netral
Ini nih contoh wamen dari kementerian padahal khusus tangani bendera simbol negara si bima arya asbun bilang ekspresi warga tak apa yg penting one piece dibawah bendera merah putihitu kalau negara lain lihat tak malu ente jangan bawa penyakit eks termul lah cerdaslah dikit https://t.co/hNzN6yIvDr,Positif
@txtdrimedia Pernah ga orang² seperti mereka ini berpikir waras tentang asal usul suatu kejadian krn apa bendera itu ngetrend ? Bisanya cuma mengancam rakyat nya sendiri,Positif
Negara kek ga ada hal lebih penting yg kudu dibenahin dibanding ngurusin bendera wibu,Positif
@note_027 @kompascom pas merdeka gataunya sama ajh kaya dijajah korupsi dimana2 sekedar bendera fiksi dibesar2kan rakyat kelaparan dibiarkan.,Positif
@Tenjin06666 Bisa jadi tiang bendera kak,Netral
Bendera onepiece,Netral
takut sama bendera ANIME..... lucu bgt ni negara,Positif
@biteyourchocho Oiya kalian dengar gak soal bendera one Piece topi jerami dibentangkan dibawah bendera indo?,Netral
@kompascom Saat gusdur dihadapkan bintang kejora santai sekali menghadapinya lah ini mantan jend bintang 7 ngadepin bendera fiksi segitu takutnya. Kelod,Positif
Rekening Rakjat d blokirin se enak jidat Lo di bales kibarin bendera One piece Baper di bilang mecah belah. Otak para pengelola bangsa ini apa bedanya dengan Zion isrewel?,Positif
Ada yg bilang kalo bendera merah putih trlalu suci utk di kibarkan di negara ini. Damn ! ,Positif
@BarakaMaviatu @JmcMfadhili au bendera na bandeira kwa kireno.,Netral
Inilah Harta Kekayaan Terbaru Ketua Harian Partai Gerindra Sufmi Dasco yang disorot di fenomena Pengibaran Bendera One Piece. https://t.co/ZdKTrxOJky,Netral
@kompascom Negara takut dengan bendera kartun One Piece. Bidan di Desa Jorong Pasaman Sumatera Barat dibiarkan bertaruh nyawa seberangi sungai demi menolong pasien akibat jembatan rusak. Pejabatnya rangkap jabatan tanpa rasa malu. Sungguh ngeri negara ini. https://t.co/wfjDCLecr5,Positif
Bendera itu belinya di mana?,Netral
Protes boleh kritik boleh tapi jangAn mainin SIMBOL NEGARA kayak Dasar Lambang Garuda Pancasila atau pasang bendera One Piece (kartun jadul bajak laut super manga jepang yg dulu wira wiri tv).Gue alumni 98 tak suka lihat itu kalian yg pasang one piece mungkin otak judol https://t.co/be9Tpu0sCL,Positif
@txtdrimedia Para peler bahkan lebih takut sama bendera one piece ketimbang rakyatnya miskin. KONTOOOLLLLLL,Positif
Jangan salahkan bendera One piece tapi salahkan kebijakan pemerintah yang menyusahkan dan menyengsarakan rakyat. Membungkam keberanian rakyat bersuara dengan menindak bendera One piece. https://t.co/i0IASL519Q,Positif
Agustus wkwk Bendera sepanjang jalan berkibar. Udah kek negara merdeka aja. Padahal masih dijajah. Bedanya ini dijajah sama orang sendiri jadi nggak kerasa aja.,Positif
Itu bendera dicetak sendiri2 oleh individu ataukah dicetak secara massal? Apakah ada yang menjual di pinggir jalan seperti bendera merah putih ataukah melaluli pesanan khusus?,Positif
Eh tadi keren bgt dah. Ada mahasiswa double major bentangin bendera 🇵🇸 waktu naik ke panggung. Asli dia keren banget he said no words but he was so loud,Negatif
oiya maap nanti gua kibarinnya bendera karina,Netral
@somexthread Sekalian gak usah ada bendera apapun,Positif
td kan gw harus muter gang ya soalnya jalan ditutup dr jauh tuh gw kira kawinan makanya gw kek aduhlah tp pas udah pulang (barusan) gw lewatin tuh BARANG YANG GW KIRA KUADE ITU TERNYATA SOUND HOREG YA ALLAHHH LENGKAP DGN BENDERA BANTENGNYA,Positif
Nemenin ibu kost yg ditinggal kerja suami nya https://t.co/SdY6QSdiTS https://t.co/0aYbk1GWFG Malam Minggu malming malmingan rebahan blok m bendera gopay pet pagii pagiii tidur siang bangun nomor 2 ready https://t.co/9OuNpUrWG7,Netral
Bendera... Apa bedanya dengan bendera parpol atau ormas..?,Positif
@marchbbina AYOOOO kabar kabaran ia nantiii. aku membawa bendera papah papih,Netral
@Gojekmilitan mulai 17 agustus sapa ga kibarkan bendera pajakin aja denda 20jt bijimane mul???,Positif
@OH_permana @himawansugeha95 Gw orang sipil bang tapi boleh dicoba pasang bendera onepice dan merah putih 1 tiang atau naikin tuh bendera onepice saat 17 agustus pas gw lewat urusan pasal dan polisi nanti dulu deh...,Netral
@sapicupu12 @tempodotco Bisa2nya takut sama bendera anime,Positif
@plisitin iya -bendera,Netral
@redbullracing bakul bendera One Piece ae rausah balapan,Netral
@bajabiri Na umri ukisogea Sana unatafuta ujumbe wa nyumba kumi..msingi bendera ya chama Tu,Netral
@setyoriono @ARSIPAJA lucu ya dari sekian aksi dll sampe sumpah serapah bahkan mungkin udh ada dititik yg ngirim santet kayanya tp takutnya sama bendera anime. Plot twist bgt tau gitu dari dulu kalo demo bawa bendera onepiece semua jgn bawa bendera organisasiii woilah,Positif
bendera lu urus noh urusin pinjol sama korupsi elah,Positif
Kwkwkw takut ama bendera one piece kocak dah,Positif
Malam minggu malming blok m transmart nomor 2 rotiboy luffy bendera seru pagii pagiii tidur siang ready vcs https://t.co/5eV0T02tPc https://t.co/rCM3w8y4if,Netral
@plisitin bendera dong jink,Positif
@nayqul Tidur besok ada kerja bakti pasang bendera,Netral
https://t.co/yI2zEUZTRf,Netral
Legislator Ingatkan Fenomena Bendera One Piece Jangan Kaburkan Nilai Kebangsaan https://t.co/Akrfw0kJop,Netral
Demn tiba-tiba kepikiran studio chanyeol ada bendera one piece jangan-jangan kode bentuk protes ketidakadilan agensi maaf kalo asbun https://t.co/nqfzUn9LON,Positif
Kalo pasang bendera Keyaki nggak dibolehin juga karena ada Silent Majority.,Positif
@plisitin bendera wanpis nya,Netral
Menentang sistem korup dengan bendera kartun koruptornya kepanasan? Padahal Rakyat tetap NKRI harga mati loh? ,Positif
Oke aku pake bendera Floptropica saja. https://t.co/zUILydLUOM,Netral
@muncorner Bahas bendera One Piece.,Netral
Satnight padel katanya negara lagi takut sama bendera ini ya https://t.co/Lft7ZwnTJI,Positif
@rhyzopine @delapanmancis @todayanimenews @prabowo Ya klaim hoax itu memang salah. Protes dengan bendera One Piece benar terjadi sebagai simbol perlawanan korupsi. Sumber kredibel seperti Antara dan Tempo mengonfirmasi. Semoga membantu klarifikasi!,Positif
@rhyzopine @delapanmancis @todayanimenews @prabowo Tidak ucapan delapanmancis bahwa berita itu hoax salah. Berita benar: warga Indonesia menggunakan bendera One Piece sebagai simbol protes terhadap kebijakan pemerintah Prabowo dikonfirmasi Antara News dan Telegraph India meski tidak dilarang. Prabowo punya approval rating,Positif
Genji saatnya kibarkan bendera ,Netral
@txtdrimedia Bisa saja itu upaya provokasi bendera tsb milik kelompok yg mencoba menggulingkan pemerintahan dunia yang zalim. Ya bisa saja kita anggap pemerintahan yang sah di negara ini menurut pandangan mereka adalah manifestasi pemerintahan dunia dalam versi manga nya.,Positif
Kalau bendera One Piece diminta turun Bendera parpol harusnya kita paksa turun juga ,Netral
@anasurbaningrum lha iyo yg pasang bendera one piece iku lho brp persen dari penduduk +62,Netral
Yang dilarang itu bendera raja kodok sperti ini https://t.co/EKaMtumEy3,Positif
@rhyzopine @delapanmancis @todayanimenews @prabowo Berita tentang warga Indonesia menggunakan bendera One Piece untuk protes pemerintah memang benar bukan hoax. Banyak sumber seperti Antara News Tempo dan media internasional (Telegraph India ScreenRant) mengonfirmasi tren ini sebagai simbol perlawanan terhadap korupsi dan,Netral
@Ary_PrasKe2 https://t.co/96YKmWytin,Netral
https://t.co/6agRh3KFpD,Netral
@rhyzopine @delapanmancis @todayanimenews @prabowo Berita itu benar. Sumber seperti Antara News dan Telegraph India melaporkan warga Indonesia menggunakan bendera Straw Hat Pirates dari One Piece sebagai simbol protes terhadap kebijakan pemerintah Prabowo meskipun tidak dilarang. Ini tren viral sejak Agustus 2025 terkait,Netral
@AokoOtieno_ This guy must be seething with rage over @WilliamsRuto decision to back stab him and give his NEMESIS 001 @HassanAliJoho bendera a seat at the high table. @MohaJichoPevu were you consulted? Rutos M.O!! No one is shocked anymore ,Positif
Ada negara takut ama bendera,Positif
Mengibarkan Bendera One Piece bukan berarti kita ga nasionalis dan ga cinta negeri ini. Tapi karena Bendera Merah Putih terlalu suci dan sakral untuk kondisi negeri yang lagi rusak sekarang ini.,Positif
@MNevsky8 @hahingang_ @neohistoria_id Ya gambar itu benar. Pejabat pemerintah Indonesia Sufmi Dasco Ahmad menyebut bendera Jolly Roger dari One Piece sebagai ancaman persatuan nasional karena digunakan dalam protes. Artikel Screen Rant melaporkan hal ini secara akurat berdasarkan berita terkini.,Netral
@LexWu_13 @PPATK Mengibarkan bendera Tauhid kena UU Terorisme mengibarkan bendera bajak laut dikriminalisasi giliran ada kenaikan harta tidak wajar dianggap prestasi ,Positif
@ElvinaNara Jilat terus bendera merah putih terlalu bersih kawan untuk dikibarkan di negara yang kotor,Positif
Tiba-tiba terpikir. What if bendera one piece dikibarin di acara gede,Netral
sama rakyat berani sama bendera anime takut,Positif
mending kibarin bendera slank,Netral
justru dari respon pemerintah yg lebih cemen lagi itu juga nunjukkin kalo langkah masang bendera strawhat ini DIANGGEP RESISTANCE. what they did? yes BANNED IT. the more reason for us to keep on raising the flag,Positif
Yang bakal jadi raja bajak laut aja nyantai kayak gini. Yang orang-orang tuwek di pemerintahan Indonesia takut sama bendera One Piece. Oya pantes sih. Orang-orang tuwa aneh itu takut kalau warganya bebas berpikir dan berkehendak. https://t.co/lFGGx1Vxhi,Positif
@P3gEl Lha ini bendera merah putih dicampakan demi sepancingan emosi apalagi harga rupiah siapa yang harus bertanggung jawab? Polda?ENTAHLAH Bukan urusan saya. SUDAH MASAK DAN JADI BENAR. MUNGKIN MAU BUKA SENDIRI YA ? https://t.co/LTCTmlbyEH,Positif
Bendera one piece. https://t.co/Y6YyTh8g6N https://t.co/bxlzpMVGh0,Netral
jujur KOCAK sihhh takut sama bendera aowkaowkaowk,Positif
@WidasSatyo @damsqy Sopir truk mulai pasang bendera one piece dibilangmya cringe ama geli aksi BW dlu jg galuput ama nyingiran situ saya jg inget dlu mas widas jg anggep org2 minoritas yg skeptis ama anies cuma sebatas masih dendam ama gamau nerima kekalahan. Terus yg bener mnurut situ apa nih?,Positif
@CErine_JKT48 nihh kucing kucing aku wihh keliatannya enak tuh tahunya udah sampai rumah kah? atau masih dijalan sekarang? aku baru pulang tadi abis rapat buat 17 an terus sama masang masang bendera ehhh? gemeshh amayy aku juga ga bisa main rubik Rin ehehehe #NgabaRine @CErine_JKT48 https://t.co/YXujok1gsh,Positif
bendera apa gmn ni brodi?,Positif
@willysaef @Rohmatkun Makanya..... Jepang kalo soal IP itu super nyebelin Kl ndak ribet gw mah mau ngibarin bendera AEUG atau Mafty Navue Erin,Positif
Liverpool Tak Menyerah Isak Ingin Gabung! Gimana Newcastle? Klub asal band legend The Beatles Liverpool belum mengibarkan bendera putih dalam perburuan Alexander Isak... https://t.co/UuaZAmMpAw,Netral
@tijabar Masi mau joget? Joget donk lha ini bendera merah putih aja dicampakan demi sepancingan emosi apa lagi sekedar harga rupiah. Siapa yang harus bertanggung jawab POLDA? ENTAHLAH BUKAN URUSAN SAYA. SUDAH MASAK DAN JADI BENAR AGAMA FANTASI LIBIDO ITU https://t.co/Ty0cefs1Iv,Positif
Serasa di Grand Line! ‍️ Ini dia bendera impian para Nakama! Bendera One Piece Jolly Roger ukuran 180x120cm ini wajib banget buat dekorasi kamar kamu. #OnePiece #JollyRoger #DekorasiKamar. Bikin semangat berpetualang! Cek Dulu Aja di https://t.co/IWxMq4Yvlh https://t.co/Jj6BuzfQOB,Negatif
takut kok sama bendera,Positif
Emang di konoha ini banyak banget statement pemrentah yg bikin speechless tapi selucu-lucunya lucu adalah perkara bendera one piece ini gak nyangka respons pezabat2 bakal kek gitu atas sebuah bendera fiksi ,Positif
@rafibisatya @wordfangs yang megang bendera di tangkep isilop tadi bang wkwkwkwk,Netral
@BigAlphaID Lha ini bendera merah putih dicampakan demi sepancingan emosi. Siapa yang harus bertanggung jawab Polda? Entahlah. Bendera merah putih aja di campakan apa lagi nilai rupiah. SUDAH MASAK N JADI BENAR AGAMA GABUNGAN FANTASI LIBIDO ITU https://t.co/9jUe3Dradu,Positif
Ak jg mau kibarin bendera sasageyo,Netral
@bangherwin Kalau bendera one piece setara dengan merah putih masih oke. Sukur sukur dibawah merah putih tp kalau diatasnya merah putih itu sama aja nantang perang. Se bobrok apapun negara orang pas Asia game bendera negara apapun berkibar sama tinggi..,Negatif
first in Hungary! Charles Leclerc takes the Poleeee 🇭🇺 PERTHSANTA FANSIGN INF2025 THE PRINCE OF EMMALY One piece tom lembong bendera $WLFI #USD1 @worldlibertyfi #HungarianGP,Netral
Sama lukisan koq takut? Sama lagu koq takut? Sama gambar koq takut? Sama bendera koq takut? Karena mereka takut dengan ide yang mendasari semua itu. Mereka takut karena mereka tahu bahwa sekali sudah menyala maka ide tidak bisa dipadamkan.,Positif
Ga pernah kepikiran bendera one piece jd bentuk gerakan perlawanan. Orang-orang nih pada kreatif kalo tentang ngelawan pemerintah,Positif
Waduuuh Melawan Menkopolhukam Nih!? 17 Agustus Aliansi Rakyat Gelar Lomba Pengibaran Bendera One Piece Gabungan warga sipil lintas komunitas mahasiswa pekerja seniman dan aktivis tergabung dalam Aliansi Perlawanan Rakyat 17 Agustus '45 menyerukan pengibaran bendera anime https://t.co/sFwhOJk3bR,Netral
@DokterTifa Ternyata dalang bendera bajak laut ini toh orangnya https://t.co/QS2QlTuy9r,Positif
GROSIR Bendera Umbul-Umbul Merah Putih Bendera Indonesia 3Meter 3pcs https://t.co/TBYWTCozk3,Netral
